# 2023/11/28 - 17:39 | PDB: 47.23 | UniProt: 2024.01
SP_PRIMARY,PDB
Q6XAT2,5xkn
Q6XBH1,2zoa;2dxl;3d03;2zo9;2dxn
Q6XBY4,6fq0;5d6h;6fqa;6fjy
Q6XBY7,5d6h;6fm5;6fq0;6fqa
Q6XCI5,1w7o
Q6XEC0,6uvk;5qaa;5qam;5qaq;5faq;6p9c;6pqi;7o5q;4s2k;5dtt;7l8o;6zrj;6p96;7psf;4wmc;5oft;5qae;5qah;5qau;5qb0;5hap;6zxi;6pt5;7aw5;7kh9;5qa9;5qai;4s2n;6i5d;5dva;7peh;6q5b;5qa4;5qad;5qaz;6p99;7khq;7ass;7dml;5qag;5qak;5qaw;5qb4;6q5f;7r6z;5qac;6zrp;7aux;5qa5;5qab;5qal;5qb1;5haq;6v1o;6pk0;7o5n;7pep;8faj;5qar;5qax;5qay;3hbr;7o9n;5qa8;5qaf;5qat;5dtk;6p98;7pgo;5qa6;7jhq;5qap;4s2j;6goa;6psg;6hoo;8qnz;5qa7;5qaj;5qan;5qao;5qb2;5qb3;5fat;5fas;6xqr;7lxg;4s2p;6pt1;6ptu;6rj7;7k5v;5qas;5qav;6pxx;5dts;6p97
Q6XFQ4,8isk
Q6XGD8,4xj6
Q6XHB2,4f1m;4f1o;4f0f;4yzn;4yzm;4f1t;4f0g
Q6XJV4,4bfe
Q6XK79,2nyk
Q6XK91,4jo8
Q6XL56,4ied
Q6XLL6,6avd
Q6XNL3,5ykv;5ykx;5yku
Q6XQ58,2i8t;2i8u
Q6XQN6,4yub
Q6XT21,2ly0
Q6XV27,1w1x;6hg5;1w20;6hgb;2cml;1w21;6hfy;1v0z
Q6XV46,2htw;2htv
Q6XV80,2k2w
Q6XVY0,2mme
Q6XVZ2,2hsq
Q6XXM1,7by0;7bxt;7y7i
Q6XZF7,4cc7;4cc2;1ug1;1uhc;4cc3;4cc4;4glm
Q6Y2R8,3k1e
Q6Y3X3,3osx
Q6Y7P9,5m9f
Q6Y7T6,5o1q;4csh;4ct3
Q6Y7W6,5nvl;7rup;5nvm
Q6YBS3,1mpx
Q6YCN3,6kry
Q6YD91,6aq5;6aq6;1uzy;1uzz;1v00
Q6YDQ6,3iym
Q6YFR6,5aaw
Q6YFU0,5aam
Q6YGZ0,3lva;3lvd;3lvc
Q6YHU6,5t6y
Q6YI95,3c3y
Q6YLE3,6z3q;6z3p
Q6YMS4,3vws;5wjn;5jjs;4hhj;5jjr;5hmx;6h80;5hmy;6h9r;5f41;5dto;4c11;5wkh;5iq6;5hmz;5i3q;5f3z;2j7w;5eiw;5hn0;2j7u;6xd0;5f3t;5hmw;6xd1;5i3p
Q6YN16,3kvo
Q6YP15,4yly
Q6YQ57,8jtl
Q6YRW5,5ffc;5ffd;5fej;5ffe;5ffb;5ffa
Q6YRW8,3cwq
Q6YT39,5id5
Q6YWF1,4rj9
Q6YXK4,7kux;7ksq;7xqp;8htu;6l35
Q6YXM2,7kux;7xqp;6l35;7ksq;8htu
Q6YXQ2,8htu;7ksq;7kux;7xqp;6l35
Q6YXR3,8htu;7ksq;7xqp;7kux;6l35
Q6Z156,7d3y;7e40
Q6Z1J6,5ee9;5ee3;5ee1;5ee0
Q6Z2T3,7nl4;7cjs
Q6ZEI1,7cr6;7cr8
Q6ZEI2,7cr6;7cr8
Q6ZEI5,7sbb;7sba
Q6ZEI6,7sbb;7sba
Q6ZEI7,7sba;7sbb
Q6ZJK7,6kho;6khp;6khn
Q6ZKC0,3axy
Q6ZMC9,7zoz
Q6ZMH5,7yf4;7y9c;7yf2
Q6ZMI0,7nd2
Q6ZMI3,5yby
Q6ZMJ2,7c00
Q6ZMJ4,4dkd;4dkf;4dke;4dkc
Q6ZMT1,6b28;6b27;6b26
Q6ZMT4,3u78;3kvb;3kv5;3kva;3kv9;3kv6
Q6ZMU5,7xt2;7y4s;3kb5
Q6ZMZ3,6wme
Q6ZN16,6v0m
Q6ZN17,4a4i
Q6ZN18,6c23;6c24;5y1u;8fyh;6wkr;5wai;7kso;5y0u
Q6ZN44,4v2a
Q6ZNA4,2kiz;7p2k;5lg7;5lg0
Q6ZNE5,8srq;8sor;6hol
Q6ZNL6,3mpx
Q6ZNX1,6k07;6kto;6wwa;6ve5;6ww9;6k08;7l9p;6m7a;6m7b
Q6ZPE2,1v5u
Q6ZPF3,3a8q;3a8p
Q6ZPF4,4eah
Q6ZQF0,5u6k
Q6ZQJ5,5eax;5eaw;5ean
Q6ZQR2,7ung;8j07
Q6ZRS2,6igm
Q6ZRY4,2m9k
Q6ZS72,8dgp;8ds6;8dgo;8dp5
Q6ZSG1,5d0i;7r70;5ulk;5d0m;5d0k;5ulh;7r71
Q6ZT98,4yls;4ylr
Q6ZTA4,7qs5
Q6ZTN6,7rma
Q6ZTQ4,6psf;7knv;6ppo
Q6ZU15,8sjj
Q6ZUJ8,6sws;5for
Q6ZUM4,3pp2
Q6ZVK8,3gg6;4hvy
Q6ZVN8,4ui1;6z3l
Q6ZW49,3sqd
Q6ZW76,4nj8;4nl9
Q6ZWB6,6g57
Q6ZWJ1,2ysg
Q6ZWN5,7cpu;7ls1;7ls2;7cpv
Q6ZWS4,6ud4;6peq;6ucb;6ud8
Q6ZWU9,7cpu;7cpv
Q6ZWV3,7cpu;6swa
Q6ZWV7,7ls1;7cpv;7cpu;7ls2;6swa
Q6ZWY3,7ls2;7ls1
Q6ZWZ4,7cpv;7cpu
Q6ZWZ7,7cpv;7cpu
Q6ZXB6,3zny;8ehh
Q6ZXC0,3dwc
Q6ZY23,7b0n
Q6ZY24,7b0n;6gcs
Q6ZYF6,2x5r
Q6ZYH1,2x5c
Q6ZYJ2,2x3m
Q6ZYJ4,2x4j
Q6ZYJ9,2vxz
Q6ZYL4,7ena;2jnj;8byq;8ebv;6nmi;7nvv;6ro4;5of4;7enc;5iy8;7nvy;7nvz;8ebw;8bvw;8gxq;6o9m;7nw0;6o9l;8ebx;8eby;7nvx;8ebt;7ad8;5iy7;8gxs;8ebu;5iy9;7egc;7egb;7lbm;1ydl;7nvw;7nvr;5ivw;5iy6;8ebs
Q6ZZ87,5ne4;5nem;5ner;5ned
Q6ZZI7,3o1a;3oo3
Q6ZZI8,5hh3
Q6ZZJ1,2x9l;3dfk;3dff;2xad;3dfm;6iiy
Q6ZZJ3,4tx3
Q6ZZJ7,3h4t;3h4i
Q6ZZV4,7w5u
Q700B8,4axn
Q700D2,5b3h;6kpb
Q700S9,1tg7;1xc6
Q70145,6meo;6met
Q701N7,2fwo
Q701T7,1ti8
Q702P1,7u1i
Q703E9,2giy
Q703G9,3ide
Q703I2,2fjk
Q703X1,4cso
Q704D1,2r94;2r91
Q704S6,2k4w
Q704V1,5acr;2ynv;2ynw;5acs;5act;5acq;2ynu;5acp;2ynt
Q705B3,7xcc
Q70622,1hvn;1hvo;1u57
Q70625,1pi8;2goh;1pje;1pi7;2gof
Q70626,3h00;4i48;3aha;2x7r;3gwo;6x58;3h01;2z2t
Q70627,2nef
Q707C1,3ezj
Q707N0,7fik
Q707V3,4o88;4o87
Q70966,4ris
Q709D8,7t69
Q709F0,2wbi
Q709H6,6ty0;6xv2;6ty2
Q709Q5,4mla;4ml8
Q70A61,2bvo;2bvq
Q70AA1,2hjk
Q70AB8,2b89;2b88;2b87
Q70AC7,1rqe;1rr2;1u5j;1s3h;1rqb;1rqh
Q70AS3,5it1
Q70AY4,4mfk;4mfp;4q38;6iix;4mfl;4mfj;4q36;4mfq
Q70AY8,4tvf;4tx3;6fsh
Q70AZ6,2mr8;2mr7;4tx2
Q70C34,2xt4;2xt2
Q70C53,3ur7;3ur8;4gzi;4gzj
Q70CA4,6zgn;7pkw
Q70CD0,6zzb
Q70CQ2,7w3u;7w3r
Q70CQ3,8d0a;5ohn;5ohp;8d1t;5ohk
Q70DK5,2cn3;2cn2
Q70DX5,3ht2;3ht1
Q70E11,2wrs
Q70E73,4gmv;4gn1
Q70ET3,3h5x;1sh2;1sh3;3h5y;1sh0;3bso;4qpx;5tsn;3bsn
Q70ET4,5cvr;8qto;5e44
Q70GK9,2v7u;2c4u;2c2w;2v7t;2c5b;2v7v;1rqr;1rqp;4cqj;2c4t;2v7x;2cbx;5fiu;2c5h;2cc2;2v7w
Q70I00,6obt
Q70I53,5g1a;5g1b;1zz3;5g3w;2gh6;5g17;6gjk;1zz0;5g1c;1zz1;2vcg
Q70IY1,3veo;3vf4;3ver;3vez;3ven;3vf2;3vew;3vex;3vet;3ves
Q70J31,5odv
Q70KD1,6nor
Q70KD9,5z83;5z8k;5z8a;6cbo
Q70KH6,3p3l;3p3x;3p3o;3p3z
Q70KH9,3chh;2jcd;3chi;3cht;3chu
Q70KP4,3i1k;3i1l
Q70KY3,3fu9;2ih9;3fu8;1gw0;2ih8;3fu7;3dkh;3qpk;2q9o
Q70LC3,2wb6
Q70LC6,5w7g;3fbz
Q70LC7,3fbl;5w7g
Q70LE5,2lvh
Q70LE6,3ild;3ile;3ii3;3ii2
Q70LE8,3df6;3djw
Q70LM7,6mfw;5jnf;6mfx;5es8;5es5;5es9;5es7;6ulz;6mfz;6mg0;6mfy;5es6
Q70M91,4av2;4aqz
Q70MM3,6lij;7dlb;6ljg
Q70PR2,5gkk
Q70PR7,2bgh
Q70Q12,5aw6;5avw;5aw5;7wyv;5avr;5avy;3a3y;7wyx;5avz;5avt;5avx;5aw1;5aw7;5aw0;5aw2;5aw8;5aw9;7y45;5avq;5avs;5avv;7wyz;7wz0;5aw4;2zxe;5aw3;7wyu;7wyy;8jfz;7y46;5avu;7wyw
Q70SQ1,5dez;5df0
Q70SY0,3ogv;3og2;3ogs;3ogr
Q70UR3,2l7x
Q70UR4,6z0o;4akl
Q70XD7,2ypk;2ypl
Q70YQ6,3ia4;3ia5;2zza
Q70Z35,6bnm
Q71014,6ulc;6pwu
Q711B0,3zrz
Q711P7,2vpm;2vob;2vps
Q712I1,4fqd
Q712K3,6nyo
Q716G6,3rwn
Q716G7,7sg7
Q716G8,5vgt;7spu;7sfs;7sp4
Q716H0,5l35;7sp4;7spu;6mpo
Q716H2,7sp4;7spu;7sfs
Q716H3,5c2f;4idh;4iee;5c12;5c2d;4ife;4iei;5c15;5c10
Q716H4,4dyq;4dzj;4dyr;4dzp;3hef
Q719H9,5bxb;6s4l;5bxd
Q719N0,5aca
Q71AW2,2wzp;4v5i;2x53;6zih;2bsd;3da0;2bse;1zru;6zig;6zjj
Q71B32,2xt1
Q71B91,4m0i
Q71CG2,2qe7
Q71CG3,2qe7
Q71CG4,2qe7
Q71CG5,2qe7
Q71DI2,8tco
Q71DI3,6t79;8jlb;7pfv;3av1;2iij;6x59;5vac;6fml;7uva;7pew;5b0y;7pfd;7pff;5bo0;7pf6;7xct;6y5e;7u52;7u53;7bqz;7pey;7pf2;8atf;2x4x;2x4y;6t7b;8av6;7yrd;4mzh;7pft;7pev;7pex;7pf3;8aag;6y5d;3db3;7u50;7bu9;7xd0;5ciu;5b0z;7peu;7joa;6t7c;7uv9;6t7d;8jld;7pfx;7pf4;7pf5;6t7a;4mzf;4mzg;7pfu;7pez;2x4w;8grq;7pfw;7pet;7pfe;7jzv;6xjd;7pfc;5b40;6ace;3r93;7pf0;7u51;6x5a;7tan;7jo9;4ouc;7pfa;7xcr
Q71EB8,2ipb
Q71EW5,2e7z
Q71F23,7pb8;7r5s;7xho;7qoo;7pkn;7ywx;7r5v;7yyh;7xhn
Q71FK2,5fn1
Q71JE9,8hdd
Q71K68,7w0y;7w4q
Q71LX4,3g9w
Q71PB4,4wb0
Q71QF2,1jly;1jlx
Q71RC2,2cqk;6i9b;3pkn
Q71RI9,5ver;3e2z;2zjg;5vep;3e2f;3e2y;5veq
Q71RJ2,5vov;6njm;8p3z;8p3x;8p3q;8c1s;8piv;5vou;8c1r;7tno;6njn;8p3s;7tnn;5kk2;8p3y;5vot;6njl
Q71RW8,1on7;4n6s;4gxe;4gy3;1i7y;3o18;3o2c
Q71SY5,7lbm;8gxs;2l6u;8gxq;7emf;2xnf;2ky6;2l23
Q71T02,2x8l;4b7u
Q71T70,1se7;2ido
Q71T90,8jan
Q71TB2,8jan;8jaj
Q71TM5,8jan
Q71TT1,4lu5;4m1g;4lqf
Q71U36,8j07;6j8f;7c1m;6wsl;7ung;5jco;7un1
Q71U53,2f7x;1q24
Q71UI9,3waa;6m4d
Q71UK7,7xf3
Q71V39,6ra9;4c0s
Q71VM4,4b8o;4bpl;4bqk;4b8j;2yns;4b8p
Q71Y35,3ewb
Q71YZ2,3lq1
Q720Y7,3f1c
Q72497,1m9f;5mdf;5mdd;5md2;1m9x;1m9c;5md8;5md0;5md6;3obu;1m9y;5md9;5md5;5mcz;5md4;1m9e;5i4t;5md1;1l6n;5md3;5mdg;3obx;5mda;5md7;5mdb;5mdc;5mde;3p0a
Q72498,6b4n;3vq5;3ao3;3ao1;3vq9;3vqc;3vq8;3ao5;3ao4;3vqp;6dgx;3l3u;3vqe;3vqd;5hot;3ovn;3l3v;3vq6;3vqb;3vqa;3vq4;3vqq;3vq7;5wlo
Q72502,2jnr
Q72547,3hyf;2jle
Q726F3,3agt;3waq;3whn;3agu
Q727N1,5ymr
Q72874,5v4y
Q729W9,3khn
Q72A99,6ond;6b6w;6b6v;6vwy;6dc2;6b6y;6vx0;7tsj;6vx1;6vwz;6b6x;6onc;6ons
Q72AS3,5jsk;3ze9;3ze6;6z9o;3ze8;5jsh;6ruc;6za1;6z8o;3zea;6rtp;6z8j;2wpn;3ze7;5jsy;6z8m;5jsu;6z7r;5jt1;6ru9;6z9g
Q72AS4,6z8m;5jsy;3ze6;3ze9;3zea;5jt1;3ze7;6z7r;5jsh;6rtp;6za1;5jsk;6ru9;6z9g;6z8j;6z9o;6ruc;6z8o;2wpn;5jsu;3ze8
Q72B01,6zom
Q72C27,5nii
Q72C72,5tx7
Q72CX3,3m6e;3k3g;3k3f;3me1
Q72CZ5,2p2u
Q72D34,2o34
Q72D78,2kct
Q72DN3,3m1u
Q72EC8,2xvz;2xvy;2xvx
Q72EF3,2vr0;2j7a
Q72EF4,2vr0;2j7a
Q72EJ0,8cm6;7z5o;8bqj;8bqg;8cm7;8bql;8bqi;6sdv;8cm5;8bqk;6sdr;8cm4;8bqh
Q72EJ1,6sdv;8cm4;8bqh;8bql;8cm6;8cm7;7z5o;6sdr;8bqk;8bqi;8bqg;8bqj;8cm5
Q72F37,2l6d;2l6c
Q72F88,2z1u;2z1t
Q72FB2,3h4y
Q72G28,3hu5
Q72G84,4v9n;4v63;4v83;5j4d;6n1d;4v9l;4v9q;5v8i;4v9k;4v84;4xej;4v9m;4v7p;6b4v;6bok;6boh;4v9j
Q72G96,5co4
Q72GF3,3i31;3mwj;4kbf;3mwl;3eas;3ear;3mwk;4i67;4i69;4i68;3nbf;4kbg;3eaq;3i32;5mao;3nej
Q72GH6,6kk8;2v8t
Q72GJ6,4v9n
Q72GL2,6xxe
Q72GM3,1obc;1obh
Q72GM6,3ia1
Q72GN0,2lqk
Q72GR8,4j16;4o9u;4j1t;4izh;4izi
Q72GR9,4o9p;4o9u;4o9t;5uni;4o93
Q72GS0,4j16;4o93;4o9p;4o9t;5uni;4o9u;4j1t
Q72GS1,4v7p;4v63;4v83;4v84
Q72GS2,4v9l;4v9j;4v9m;4w29;4v9k
Q72GV5,4v84;6boh;4v63;6b4v;4v9q;5v8i;5j4d;4v9n;6n1d;4xej;4v7p;6bok;4v83
Q72GV9,4v9m;6n1d;4v9l;4v9k;4v9j
Q72GW3,4v84;4v83;4v9k;4v9q;4v63;6b4v;4w29;6boh;4v9l;4v9n;4v7p;6n1d;4xej;4v9m;5v8i;5j4d;6bok;4v9j
Q72GY3,3hoa
Q72H18,4g9p;2y0f
Q72H90,2bek;1wcv;2bej
Q72H91,1vz0
Q72HB8,4v63;4v7p
Q72HI0,3zoh;3zoe;3zof
Q72HK3,6rvb;6rvh;6ruz
Q72HN8,2z11;2z10
Q72HR2,6bok;4v9q;4v9n;4v9j;5j4d;6b4v;4v9k;4v9l;4v84;5v8i;4v7p;4v63;4w29;6n1d;4xej;4v83;4v9m;6boh
Q72HR3,6n1d;4v9q;6boh;4v7p;4v84;4v9n;4v83;4v9l;4v9m;6b4v;4v9k;6bok;5v8i;4v9j;4v63;4xej
Q72HU9,2cvk;4tn8
Q72HW2,6wcl;6wcn;2yao;5jrr;5g3f;2yaf;6tyr;5g3e;6wcg;2xvb;5g3d;5k84;2xuw;6w9x;4ai7;2yah;2yae;2yaq;5g3b;2xu9;2yar;6wcm;6wcp;5k3k;5jx9;5k0d;2yap;5k15;2yam;5k7a;6q29;5k5k;5afa;6w2k;6wch
Q72I01,4w29
Q72I04,4v84;4w29;4v9n;6bok;4v9j;6boh;6b4v;6n1d;4v9m;4v63;4v83;5v8i;4v9q;4xej;4v9k;4v7p;4v9l;5j4d
Q72I05,4v9j;4v63;6bok;6b4v;4xej;4v9n;4v84;6boh;4v7p;4v9q;4v9k;5v8i;5j4d;6n1d;4v9l;4v9m;4v83
Q72I06,4v63;4v83;5j4d;4v7p;4v9q;4v9j;4v9l;4v9n;6boh;4v9k;5v8i;6b4v;4v9m;6bok;4v84;6n1d;4w29;4xej
Q72I07,4v9k;4xej;4v83;4v7p;5v8i;4v9j;4v63;4v9l;6boh;6bok;4w29;4v84;6b4v;6n1d;4v9n;4v9m;4v9q;5j4d
Q72I09,4v84;4xej;4v9k;6boh;5v8i;6n1d;4v63;4v9q;4v9j;4v7p;6bok;4v9n;5j4d;4w29;4v9m;4v9l;4v83;6b4v
Q72I11,4w29;5j4d;4v7p;4v9m;5v8i;4v83;4xej;4v63;4v84;6boh;4v9k;4v9q;6bok;4v9j;6b4v;4v9l;6n1d;4v9n
Q72I12,4v84;5v8i;4v63;4v9m;4xej;6boh;4v9q;4v9n;4v83;4v9k;6bok;4v9j;6b4v;4v7p;6n1d;4w29;4v9l;5j4d
Q72I14,4v9q;6n1d;4v83;6b4v;5v8i;4v63;4xej;4v9j;6bok;6boh;5j4d;4v9k;4v9n;4v9l;4v9m;4v7p;4v84
Q72I15,4v9j;4v9l;4w29;4v83;4v9q;4l71;6boh;4xej;4v84;4v7p;4v9n;6bok;6n1d;5v8i;5j4d;4v9k;6b4v;4v63;4v9m
Q72I16,4v9q;4xej;4v7p;6boh;6b4v;4v63;5j4d;6bok;6n1d;4v83;4v84;4v9n;5v8i
Q72I19,4v9q;4v9n;6bok;5j4d;6n1d;5v8i;4xej;4v7p;4v9k;4v63;4v9j;4v9m;4v9l;4w29;6boh;6b4v;4v84;4v83
Q72I20,4v84;5v8i;6bok;4v9n;4v63;6boh;4v9k;4v9l;4v9j;4xej;6n1d;4v9m;5j4d;4v9q;6b4v;4v83;4w29;4v7p
Q72I22,6b4v;6bok;4w29;4v9n;4v7p;4v63;6boh;4xej;5v8i;4v9k;4v9l;4v9j;4v9m;5j4d;4v9q;6n1d;4v84;4v83
Q72I23,6bok;4v83;4xej;4v9n;6n1d;5j4d;4v9j;4v84;4v9l;4v63;4v9m;4w29;4v9q;6boh;4v7p;5v8i;6b4v;4v9k
Q72I28,4w29;6boh;4v68;6n1d;6bok;4v9m;4v9j;6b4v;4v9k;5v8i;4v9l;5j4d
Q72I33,4v63;6boh;4w29;4v84;6b4v;4v9k;4v9m;4xej;6n1d;5v8i;4v83;5j4d;6bok;4v9q;4v7p;4v9l;4v9j;4v9n
Q72I39,3ikt;3il2;3ikv
Q72I44,2gh9
Q72I53,5h9u
Q72IA7,6b4v;4v9n;4v9l;4v7p;4v9j;4v9k;6boh;6n1d;6bok;4w29;4v63;4v84;4v83;4v9m;4v9q;4xej;5v8i;5j4d
Q72IB8,2g37;5m42;2ekg
Q72IB9,4k57
Q72IC0,3aoe
Q72IC1,3aog;3aoe
Q72IH5,3tma
Q72II0,2dgb
Q72IM4,4bwz
Q72IN1,4v83;4xej;6boh;4v9n;4v7p;4v9q;4v9k;4v84;4v63;6n1d;5j4d;5v8i;4v9m;6bok;4w29;4v9l;6b4v;4v9j
Q72IR6,2deh;2dev
Q72IS5,2lst
Q72IS6,4uwq
Q72IS7,4uwq
Q72IT0,4uwq;2wdc;2wdd;2wdf;2wde
Q72IU4,6zmq
Q72IW7,2ych
Q72IW8,2ych
Q72IW9,4yb4;1x0l;3ah3
Q72J04,6rak;6ram;6ran;6raj;6rag;5mkk;6rai;6ral;6rah;6raf
Q72J05,6ram;5mkk;6raj;6raf;6rah;6ral;6rag;6rai;6rak;6ran
Q72J35,1v9s
Q72J47,1uj5;1uj4;1uj6
Q72J89,2d4o
Q72JC0,6xxd
Q72JC1,6qvi
Q72JC8,8pve
Q72JD8,3dzm
Q72JG5,3vvd;3vve;3vvf;3vv5
Q72JJ3,1ukw
Q72JJ7,3t3n;3bk2;3bk1;3t3o
Q72JR0,5j4d;6bok;4v84;6boh;4v9j;4v63;4v9m;4v9q;4v9l;4v7p;4v9k;4w29;6n1d;4v83;5v8i;4v9n;6b4v;4xej
Q72JS5,1wdi
Q72JT8,2f23
Q72JU9,4xej;6n1d;4v9m;4v84;6boh;5v8i;4v83;4v9q;6b4v;4v63;4v9l;4v9j;4v9n;4v9k;4v7p;6bok;5j4d
Q72K29,3zx4;3zw7;3zwd;3zty;3zx5;3zup;3zwk;3zu6;3ztw
Q72K30,2wvm;2wvl;2wvk
Q72KB4,6m6a;6m6b;3mlq
Q72KD3,6fku;6fkv;6fk3;6fjx
Q72KM1,3d8r;3d8n;3d8s;3d8t
Q72KS4,7p6u
Q72KX2,2b3b;2b3f
Q72KX8,3oa0;3o9z
Q72KY0,8sya;8sy9;8sy0;8sxw;8syb;8syh;8sye;8sxv;8syd;8sxy
Q72L02,2pl2
Q72L49,1v8d
Q72L76,4xej;6b4v;5j4d;4v9j;4v9q;4v9k;4v7p;4v9n;4w29;4v84;4v63;5v8i;4v83;6boh;6n1d;4v9m;4v9l;6bok
Q72L77,6b4v;4v7p;4v63;5j4d;4v83;6bok;4v9k;4v9m;6boh;4v84;6n1d;5v8i;4v9q;4v9l;4v9j;4xej;4w29;4v9n
Q72L89,6j27;6j28
Q72L95,1smy;1iw7
Q72LA4,2vpz;2vpx;2vpw;2vpy
Q72LA5,2vpw;2vpz;2vpx;2vpy
Q72LA6,2vpy;2vpx;2vpw;2vpz
Q72LF3,5b4f;5gha;5b4e;5ztb
Q72LF4,5ztb;5gha
Q72LK7,1wgb
Q72LL6,2egy;2zyj;3cbf;2z1y;2zp7
Q72LM7,2iel
Q72LQ6,7xqm
Q72LV5,4qri
Q72MQ6,5w10
Q72NB3,3nrk
Q72NB4,6pzj
Q72NB8,7f84
Q72NS0,4u09
Q72Q74,6oe6
Q72Q78,4tzh
Q72QM3,8oha
Q72QN4,4hzi
Q72QS5,5nl9
Q72RA0,6nqz
Q72SM7,3frl
Q72TC3,4u08
Q72TN2,6ulo
Q72U33,4u06
Q72U69,3bws
Q72UC8,8dc1
Q72V39,2n7s
Q72WF4,3oq2
Q72WF7,8dfs;7kha;8dfa;8dex;8dej;8dfo
Q72WF8,8dex;8dfa;8dfo;7kha;8dfs;8dej
Q72WF9,8dfo;7kha;8dej;8dfa;8dex;8dfs
Q72X44,2vdj;2ghr
Q72XQ0,3qnq
Q72YM0,3n73
Q72YY9,3bln
Q72ZL3,3di5
Q731F0,3gb0
Q73369,1x9v;1m8l;5b56;1ceu;1esx;1vpc
Q73372,4r4h;5u3o;5u3k;5u3m;5u3l;5u3n
Q734F6,4esf
Q734F7,2o3l
Q734I1,3l5z
Q734X3,5f1y;5f5x;5f9m;5jyb
Q736B0,4me9
Q736M3,3h41
Q738D3,3bja
Q739E5,3fgg
Q739H9,2p1a
Q739M5,5jd9;5jda
Q739M9,4jh9;4jh5;4jh3;8e7q;8dtd;8g7i;8g7h;8e7r;8g7f;4jh7;4jh1;4jh2;4jh6;4jh4;4jh8;8g7g
Q739P5,5f2h
Q739U3,3dul;3duw
Q739W0,3ju7
Q73A38,3d6w
Q73BT6,3cc8
Q73CJ8,3rao
Q73CU0,5v8d;5v8e
Q73CY4,3k0z
Q73CZ7,3grd
Q73E61,4euy
Q73EI2,4jg2
Q73EW7,4qvu
Q73FL6,6eez
Q73GA4,3f4s;3f4t;3f4r
Q73HD4,7fiu
Q73HD5,7fiw;7fit
Q73HU7,6w9r;6w9o
Q73KE9,2y3c
Q73M21,7p1y
Q73MU2,6pd1;6pd2
Q73PT7,5fa9
Q73PV9,3rg8;5c5d;3rgg
Q73Q47,4fbg;4ggp;4ggo
Q73QT9,3f2v
Q73QW4,8ia4;6jhz
Q73RI0,3qz0;3r15
Q73SC8,3pgx
Q73T33,3r9p
Q73VV7,3qyr
Q73VY8,4rcn
Q73W00,3sx2
Q73W60,7m3w
Q73WB6,3e4y;3e4w
Q73WE5,6af2
Q73WL5,3r9t
Q73WM1,4lk5
Q73WU1,3ckj;3cko;3ckn;3ckv;3ckq
Q73X99,3tsc
Q73XB1,3tlf
Q73Z74,4r9z
Q73ZE2,4xxp
Q74084,1bj6
Q740M4,6n39
Q740S0,3gt2
Q740Y8,3i86
Q741V7,3rd5
Q742C8,4knp
Q742N2,3pzy
Q742X5,3tjr
Q743A2,3rrv
Q743I2,3qiv
Q743J2,3p0t
Q743W5,7kmw
Q74448,6cbp
Q744G1,4qtp
Q74596,3dm2;3dmj
Q746F4,1zpw
Q746G4,7ead;8brk
Q746I8,1vcf;1vcg
Q746J6,1n97
Q746J7,8c36;5c8d;5c8e;5c8f;8c37;8c31;8c73;3whp;8c33;8c76;8c32;8c34;8c35;5c8a
Q746K1,2j6v;3c0s;3bzj;3c0l;3c0q;3bzg
Q746L9,4yqz
Q746M7,3ho1;4nca;3hxm;5xpg;5xow;3hm9;4n47;5xp8;4kpy;5xq2;3f73;3hk2;3dlb;5gq9;3hjf;3dlh;3hvr;5xou;4n41;4n76;4ncb;5xpa
Q746X3,4nmd;4nm9;4nme;4nmc;4nmf;7na0;4nma;4nmb
Q747F6,2w31
Q747J2,4rlr
Q74849,6v4t;5jyn;6b3u;6e8w
Q748G9,2l1t
Q748S4,2czs
Q749D0,3hq8;3hq7;3hq6;3hq9
Q749F5,2opl
Q749I7,3h7m
Q749P2,3lr1
Q74A86,6nef;6ef8
Q74AD5,5bp7
Q74AE4,3dp5;5mcs;6u97;3cu4
Q74AQ6,3hc1
Q74BG5,7lq5;8d9m
Q74BH2,4rn3
Q74BP5,3ov0;1rwj;3oue;3ouq
Q74CB4,3h34
Q74CG9,3oov
Q74D22,6vk9;7tgg
Q74D23,7tgg;6vk9
Q74D27,5zfq
Q74D28,5zfr
Q74D49,3on3
Q74D82,3c37
Q74D90,2qyb
Q74DA3,3luq
Q74DE4,3pdu
Q74DF5,8in8
Q74DF6,8in8
Q74DN1,2r78
Q74DN8,2k5e
Q74E48,3e0y
Q74ED8,3h4n
Q74EF5,3eea
Q74EH6,2ia7
Q74EM7,3b42
Q74F93,3bij
Q74FJ0,7tfs
Q74FM4,3b47
Q74FR2,3c3p
Q74FR4,3ezu
Q74FS9,4gx5;4gx2;4gx0;4gvl;4gx1
Q74FY6,4aan;4aal;4aam;4aao
Q74G82,3h33
Q74G83,3bxu
Q74GM9,4g8s
Q74GS0,3dew
Q74H32,2rdc
Q74H35,7mi4;7mib;7mi9;7mid;7mi5
Q74H36,7mi9;7mi5;7mid;7mib;7mi4
Q74K42,2yfs;2yfr;2yft
Q74M37,5oxx;5oxz
Q74MD3,7fg6
Q74MF3,6gq8
Q74MJ7,5bn5;5bn3;5bn4
Q74ML9,5jr9;5jre;5jrc
Q74MP4,3iey
Q74MS5,5bn5;5bo5;5bn4;5bn3
Q74MS9,3if0;3iey
Q74MZ1,5h34
Q74N31,5z5e
Q74N74,5oxz;5oxw;5oxx
Q74NK7,3kw0
